ID,Año,Estado,Mes,Delegación,Colonia,Tipo,Ruta,Evidencia,Link,Foto de Evidencia,Soporte Publicitario,Formato de Anuncio,Anunciante(s),Campaña,Industria,Gerente,BUM,Dirección,Categoria,Medicion
16437,2022,CDMX,03-mar-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A54176f5e-8cd9-4c48-943c-255181c08851%5D%2Fanuncio_foto_38,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A54176f5e-8cd9-4c48-943c-255181c08851%5D%2Fanuncio_foto_38,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A54176f5e-8cd9-4c48-943c-255181c08851%5D%2Fanuncio_foto_38,Pantalla,Digital ,KENTUCKY FRIED CHICKEN,Branding,"Restaurantes, Cafeterias y Comida Rapida",Shirley Hernandez,Steph,Enrique Vargas,Pagado,Antiguo
16440,2022,CDMX,03-mar-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_40,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_40,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_40,Antetecho,Digital,KIA,SORENTO TURBO,Automotriz,Sandro Tafoya,Aponte,Roberto Caballero,Pagado,Antiguo
16441,2022,CDMX,03-mar-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_42,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_42,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_42,Antetecho,Digital,KIA,SORENTO TURBO,Automotriz,Sandro Tafoya,Aponte,Roberto Caballero,Pagado,Antiguo
16471,2022,CDMX,03-mar-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d88dad4-ec02-4e20-8a86-b4189b04bb16%5D%2Fanuncio_foto_44,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d88dad4-ec02-4e20-8a86-b4189b04bb16%5D%2Fanuncio_foto_44,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d88dad4-ec02-4e20-8a86-b4189b04bb16%5D%2Fanuncio_foto_44,Muro Publicitario,Digital,LINCOLN,NAVIGATOR,Automotriz,Isabel Guerra Ramirez,Christian,Alejandro Leal,Pagado,Antiguo
16633,2022,CDMX,03-mar-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d88dad4-ec02-4e20-8a86-b4189b04bb16%5D%2Fanuncio_foto_26,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d88dad4-ec02-4e20-8a86-b4189b04bb16%5D%2Fanuncio_foto_26,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d88dad4-ec02-4e20-8a86-b4189b04bb16%5D%2Fanuncio_foto_26,Muro Publicitario,Digital,MUNDO IMPERIAL,ARENA GNP,Turismo,Claudia Arevalo,Erilú,Roberto Caballero,Pagado,Antiguo
16696,2022,CDMX,03-mar-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A54176f5e-8cd9-4c48-943c-255181c08851%5D%2Fanuncio_foto_36,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A54176f5e-8cd9-4c48-943c-255181c08851%5D%2Fanuncio_foto_36,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A54176f5e-8cd9-4c48-943c-255181c08851%5D%2Fanuncio_foto_36,Pantalla,Digital ,ORIS HOLSTEIN 1904,Ricardo Escotto Piloto ,"Ropa, Relojeria, Lentes, Accesorios Personales y Cosmeticos",Sin Asignar,Sin Asignar,Sin Asignar,Pagado,Antiguo
16749,2022,CDMX,03-mar-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d88dad4-ec02-4e20-8a86-b4189b04bb16%5D%2Fanuncio_foto_48,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d88dad4-ec02-4e20-8a86-b4189b04bb16%5D%2Fanuncio_foto_48,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d88dad4-ec02-4e20-8a86-b4189b04bb16%5D%2Fanuncio_foto_48,Muro Publicitario,Digital,PITCH AT THE BEACH,BRANDING,Eventos y Expos,Sin Asignar,Sin Asignar,Sin Asignar,Pagado,Antiguo
16750,2022,CDMX,03-mar-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d88dad4-ec02-4e20-8a86-b4189b04bb16%5D%2Fanuncio_foto_49,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d88dad4-ec02-4e20-8a86-b4189b04bb16%5D%2Fanuncio_foto_49,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d88dad4-ec02-4e20-8a86-b4189b04bb16%5D%2Fanuncio_foto_49,Muro Publicitario,Digital,PITCH AT THE BEACH,BRANDING,Eventos y Expos,Sin Asignar,Sin Asignar,Sin Asignar,Pagado,Antiguo
16866,2022,CDMX,03-mar-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d88dad4-ec02-4e20-8a86-b4189b04bb16%5D%2Fanuncio_foto_4,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d88dad4-ec02-4e20-8a86-b4189b04bb16%5D%2Fanuncio_foto_4,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d88dad4-ec02-4e20-8a86-b4189b04bb16%5D%2Fanuncio_foto_4,Antetecho,Digital,RENAISSANCE HOTELS,BRANDING,Turismo,Natali Monroy,David,Enrique Vargas,Pagado,Antiguo
16897,2022,CDMX,03-mar-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_34,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_34,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_34,Antetecho,Digital,SANTANDER,AEROMEXICO,"Bancos, Financieros, Seguros, Credito y Empeño",Adriana Balbuena,Claudio,Alejandro Leal,Pagado,Antiguo
16903,2022,CDMX,03-mar-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_44,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_44,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_44,Antetecho,Digital,SC JOHNSON,FAMILY GUARD,"Productos, Accesorios y Herramientas para Casa Habitacion",Carlos Mujica,Oscar,Alejandro Leal,Pagado,Antiguo
17014,2022,CDMX,03-mar-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d88dad4-ec02-4e20-8a86-b4189b04bb16%5D%2Fanuncio_foto_23,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d88dad4-ec02-4e20-8a86-b4189b04bb16%5D%2Fanuncio_foto_23,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d88dad4-ec02-4e20-8a86-b4189b04bb16%5D%2Fanuncio_foto_23,Muro Publicitario,Digital,TELCEL,5G,Telecomunicaciones,Eli Caballero,Eli Caballero,Roberto Caballero,Pagado,Antiguo
17015,2022,CDMX,03-mar-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d88dad4-ec02-4e20-8a86-b4189b04bb16%5D%2Fanuncio_foto_46,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d88dad4-ec02-4e20-8a86-b4189b04bb16%5D%2Fanuncio_foto_46,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2d88dad4-ec02-4e20-8a86-b4189b04bb16%5D%2Fanuncio_foto_46,Muro Publicitario,Digital,TELCEL,5G,Telecomunicaciones,Eli Caballero,Eli Caballero,Roberto Caballero,Pagado,Antiguo
17056,2022,CDMX,03-mar-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_8,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_8,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_8,Panel De Pasillo,Digital,TEQUILA PATRON,BRANDING,Alcohol y Tabacos,Gabriel Cardenas,Steph,Enrique Vargas,Pagado,Antiguo
17057,2022,CDMX,03-mar-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_16,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_16,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_16,Panel De Pasillo,Digital,TEQUILA PATRON,BRANDING,Alcohol y Tabacos,Gabriel Cardenas,Steph,Enrique Vargas,Pagado,Antiguo
17058,2022,CDMX,03-mar-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_19,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_19,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_19,Panel De Pasillo,Digital,TEQUILA PATRON,BRANDING,Alcohol y Tabacos,Gabriel Cardenas,Steph,Enrique Vargas,Pagado,Antiguo
17059,2022,CDMX,03-mar-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_31,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_31,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_31,Panel De Pasillo,Digital,TEQUILA PATRON,BRANDING,Alcohol y Tabacos,Gabriel Cardenas,Steph,Enrique Vargas,Pagado,Antiguo
17095,2022,CDMX,03-mar-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Af76d23ba-0f9c-485a-a757-57f95aea45d0%5D%2Fanuncio_foto_33,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Af76d23ba-0f9c-485a-a757-57f95aea45d0%5D%2Fanuncio_foto_33,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Af76d23ba-0f9c-485a-a757-57f95aea45d0%5D%2Fanuncio_foto_33,Muro Publicitario ,Digital ,TICKETMASTER,FORMULA 1,Eventos y Expos,Andrea Salinas,Claudio,Alejandro Leal,Pagado,Antiguo
17188,2022,CDMX,03-mar-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae3078c30-36e7-4054-9591-93a42d85fd01%5D%2Fanuncio_foto_2,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae3078c30-36e7-4054-9591-93a42d85fd01%5D%2Fanuncio_foto_2,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae3078c30-36e7-4054-9591-93a42d85fd01%5D%2Fanuncio_foto_2,Panel De Pasillo,Digital,VIX,BRANDING,"Entretenimiento, Cine, Espectaculos, Juegos y Sorteos",Isabel Guerra Ramirez,Christian,Alejandro Leal,Pagado,Antiguo
17205,2022,CDMX,03-mar-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_33,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_33,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_33,Antetecho,Digital,VOLKSWAGEN,NUEVO JETTA,Automotriz,Andrea Salinas,Claudio,Alejandro Leal,Pagado,Antiguo
17231,2022,CDMX,03-mar-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_4,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_4,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_4,Panel De Pasillo,Digital,XEPELIN,BRANDING,"Bancos, Financieros, Seguros, Credito y Empeño",Adriana Balbuena,Claudio,Alejandro Leal,Pagado,Antiguo
17232,2022,CDMX,03-mar-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_15,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_15,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Mar+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Aaf5e2f95-aeef-4575-86eb-3e4505a2889a%5D%2Fanuncio_foto_15,Panel De Pasillo,Digital,XEPELIN,BRANDING,"Bancos, Financieros, Seguros, Credito y Empeño",Adriana Balbuena,Claudio,Alejandro Leal,Pagado,Antiguo
17604,2022,CDMX,04-abr-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Abr+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2f9d7b01-488e-4757-80c1-5f474423c11e%5D%2Fanuncio_foto_13,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Abr+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2f9d7b01-488e-4757-80c1-5f474423c11e%5D%2Fanuncio_foto_13,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Abr+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3A2f9d7b01-488e-4757-80c1-5f474423c11e%5D%2Fanuncio_foto_13,Muro Publicitario,Digital,Gobierno de Guerrero,BRANDING,Turismo,RI,RI,RI,Pagado,Antiguo
17637,2022,CDMX,04-abr-22,Venustiano Carranza,Peñón De Los Baños,Terminales Aéreas,AICM,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Abr+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae33582ff-78f1-4607-8a7b-57a819d34bba%5D%2Fanuncio_foto_19,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Abr+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae33582ff-78f1-4607-8a7b-57a819d34bba%5D%2Fanuncio_foto_19,https://encuestas.visibility.com.mx:8443/view/binaryData?blobKey=Encuesta+Publicidad+Exterior+Abr+22%5B%40version%3Dnull+and+%40uiVersion%3Dnull%5D%2Fdata%5B%40key%3Duuid%3Ae33582ff-78f1-4607-8a7b-57a819d34bba%5D%2Fanuncio_foto_19,Panel de Pasillo,Digital,AEROMEXICO,NUEVO AIRE,Turismo,Intercambio,Intercambio,Intercambio,Pagado,Antiguo
